14/06/30 14:39:43 INFO Configuration.deprecation: mapred.reduce.tasks is deprecated. Instead, use mapreduce.job.reduces
14/06/30 14:39:43 INFO Configuration.deprecation: mapred.min.split.size is deprecated. Instead, use mapreduce.input.fileinputformat.split.minsize
14/06/30 14:39:43 INFO Configuration.deprecation: mapred.reduce.tasks.speculative.execution is deprecated. Instead, use mapreduce.reduce.speculative
14/06/30 14:39:43 INFO Configuration.deprecation: mapred.min.split.size.per.node is deprecated. Instead, use mapreduce.input.fileinputformat.split.minsize.per.node
14/06/30 14:39:43 INFO Configuration.deprecation: mapred.input.dir.recursive is deprecated. Instead, use mapreduce.input.fileinputformat.input.dir.recursive
14/06/30 14:39:43 INFO Configuration.deprecation: mapred.min.split.size.per.rack is deprecated. Instead, use mapreduce.input.fileinputformat.split.minsize.per.rack
14/06/30 14:39:43 INFO Configuration.deprecation: mapred.max.split.size is deprecated. Instead, use mapreduce.input.fileinputformat.split.maxsize
14/06/30 14:39:43 INFO Configuration.deprecation: mapred.committer.job.setup.cleanup.needed is deprecated. Instead, use mapreduce.job.committer.setup.cleanup.needed

Logging initialized using configuration in jar:file:/usr/local/hive/lib/hive-common-0.13.0.jar!/hive-log4j.properties
hive.exec.parallel=false
hive.exec.parallel.thread.number=8
hive.exec.compress.intermediate=false
mapred.map.output.compression.codec=org.apache.hadoop.io.compress.DefaultCodec
hive.exec.compress.output=false
mapred.output.compression.codec=org.apache.hadoop.io.compress.DefaultCodec
hive.default.fileformat=TextFile
hive.optimize.mapjoin.mapreduce is undefined
hive.mapjoin.smalltable.filesize=25000000
hive.optimize.bucketmapjoin=false
hive.optimize.bucketmapjoin.sortedmerge=false
hive.auto.convert.join=true
hive.auto.convert.sortmerge.join=false
hive.auto.convert.sortmerge.join.noconditionaltask is undefined
hive.optimize.ppd=true
hive.optimize.index.filter=false
OK
Time taken: 0.589 seconds
Added resource: /home/hduser/nfs/Big-Bench/queries/q01/reducer_q1.py
hive.exec.compress.output=false
OK
Time taken: 0.071 seconds
Total jobs = 2
Launching Job 1 out of 2
Number of reduce tasks not specified. Estimated from input data size: 14
In order to change the average load for a reducer (in bytes):
  set hive.exec.reducers.bytes.per.reducer=<number>
In order to limit the maximum number of reducers:
  set hive.exec.reducers.max=<number>
In order to set a constant number of reducers:
  set mapreduce.job.reduces=<number>
Starting Job = job_1404113889176_0001, Tracking URL = http://master:8088/proxy/application_1404113889176_0001/
Kill Command = /usr/local/hadoop/bin/hadoop job  -kill job_1404113889176_0001
Hadoop job information for Stage-1: number of mappers: 52; number of reducers: 14
2014-06-30 14:40:24,209 Stage-1 map = 0%,  reduce = 0%
Job 2: Map: 1   Cumulative CPU: 1.69 sec   HDFS Read: 476 HDFS Write: 83 SUCCESS
Total MapReduce CPU Time Spent: 6 seconds 700 msec
OK
Time taken: 66.984 seconds
OK
Time taken: 0.098 seconds
OK
Time taken: 0.1 seconds
=========================
Query results in: /user/hduser/benchmarks/bigbench/queryResults/q02result
Display results : hadoop fs -cat /user/hduser/benchmarks/bigbench/queryResults/q02result/*
=========================
======= q02  time =========

real	65m28.340s
user	2m9.232s
sys	0m7.456s
14/06/30 18:37:40 INFO Configuration.deprecation: mapred.reduce.tasks is deprecated. Instead, use mapreduce.job.reduces
14/06/30 18:37:40 INFO Configuration.deprecation: mapred.min.split.size is deprecated. Instead, use mapreduce.input.fileinputformat.split.minsize
14/06/30 18:37:40 INFO Configuration.deprecation: mapred.reduce.tasks.speculative.execution is deprecated. Instead, use mapreduce.reduce.speculative
14/06/30 18:37:40 INFO Configuration.deprecation: mapred.min.split.size.per.node is deprecated. Instead, use mapreduce.input.fileinputformat.split.minsize.per.node
14/06/30 18:37:40 INFO Configuration.deprecation: mapred.input.dir.recursive is deprecated. Instead, use mapreduce.input.fileinputformat.input.dir.recursive
14/06/30 18:37:40 INFO Configuration.deprecation: mapred.min.split.size.per.rack is deprecated. Instead, use mapreduce.input.fileinputformat.split.minsize.per.rack
14/06/30 18:37:40 INFO Configuration.deprecation: mapred.max.split.size is deprecated. Instead, use mapreduce.input.fileinputformat.split.maxsize
14/06/30 18:37:40 INFO Configuration.deprecation: mapred.committer.job.setup.cleanup.needed is deprecated. Instead, use mapreduce.job.committer.setup.cleanup.needed

Logging initialized using configuration in jar:file:/usr/local/hive/lib/hive-common-0.13.0.jar!/hive-log4j.properties
hive.exec.parallel=false
hive.exec.parallel.thread.number=8
hive.exec.compress.intermediate=false
mapred.map.output.compression.codec=org.apache.hadoop.io.compress.DefaultCodec
hive.exec.compress.output=false
mapred.output.compression.codec=org.apache.hadoop.io.compress.DefaultCodec
hive.default.fileformat=TextFile
hive.optimize.mapjoin.mapreduce is undefined
hive.mapjoin.smalltable.filesize=25000000
hive.optimize.bucketmapjoin=false
hive.optimize.bucketmapjoin.sortedmerge=false
hive.auto.convert.join=true
hive.auto.convert.sortmerge.join=false
hive.auto.convert.sortmerge.join.noconditionaltask is undefined
hive.optimize.ppd=true
hive.optimize.index.filter=false
OK
Time taken: 0.704 seconds
hive.exec.compress.output=false
OK
Time taken: 0.086 seconds
Total jobs = 11
Stage-5 is selected by condition resolver.
Stage-8 is selected by condition resolver.
Stage-9 is selected by condition resolver.
Launching Job 1 out of 11
Number of reduce tasks not specified. Estimated from input data size: 8
In order to change the average load for a reducer (in bytes):
  set hive.exec.reducers.bytes.per.reducer=<number>
In order to limit the maximum number of reducers:
  set hive.exec.reducers.max=<number>
In order to set a constant number of reducers:
  set mapreduce.job.reduces=<number>
Starting Job = job_1404113889176_0009, Tracking URL = http://master:8088/proxy/application_1404113889176_0009/
Kill Command = /usr/local/hadoop/bin/hadoop job  -kill job_1404113889176_0009
Hadoop job information for Stage-5: number of mappers: 31; number of reducers: 8
2014-06-30 18:37:59,852 Stage-5 map = 0%,  reduce = 0%
2014-06-30 18:38:30,417 Stage-5 map = 1%,  reduce = 0%, Cumulative CPU 38.65 sec
2014-06-30 18:38:34,588 Stage-5 map = 6%,  reduce = 0%, Cumulative CPU 45.64 sec
2014-06-30 18:38:49,178 Stage-5 map = 9%,  reduce = 0%, Cumulative CPU 58.88 sec
2014-06-30 18:38:52,347 Stage-5 map = 13%,  reduce = 0%, Cumulative CPU 63.16 sec
2014-06-30 18:38:53,389 Stage-5 map = 15%,  reduce = 0%, Cumulative CPU 65.75 sec
2014-06-30 18:38:55,478 Stage-5 map = 19%,  reduce = 0%, Cumulative CPU 68.03 sec
2014-06-30 18:39:14,245 Stage-5 map = 20%,  reduce = 0%, Cumulative CPU 96.26 sec
2014-06-30 18:39:17,369 Stage-5 map = 22%,  reduce = 0%, Cumulative CPU 104.68 sec
2014-06-30 18:39:21,540 Stage-5 map = 23%,  reduce = 0%, Cumulative CPU 112.38 sec
2014-06-30 18:39:22,580 Stage-5 map = 24%,  reduce = 0%, Cumulative CPU 114.19 sec
2014-06-30 18:39:23,628 Stage-5 map = 25%,  reduce = 0%, Cumulative CPU 117.22 sec
2014-06-30 18:39:24,674 Stage-5 map = 26%,  reduce = 0%, Cumulative CPU 118.9 sec
2014-06-30 18:39:26,772 Stage-5 map = 28%,  reduce = 0%, Cumulative CPU 123.66 sec
2014-06-30 18:39:27,829 Stage-5 map = 32%,  reduce = 0%, Cumulative CPU 127.73 sec
2014-06-30 18:39:36,171 Stage-5 map = 33%,  reduce = 0%, Cumulative CPU 131.93 sec
2014-06-30 18:39:38,248 Stage-5 map = 34%,  reduce = 0%, Cumulative CPU 132.6 sec
2014-06-30 18:39:40,331 Stage-5 map = 34%,  reduce = 1%, Cumulative CPU 133.58 sec
2014-06-30 18:39:48,694 Stage-5 map = 35%,  reduce = 1%, Cumulative CPU 155.35 sec
2014-06-30 18:39:49,730 Stage-5 map = 38%,  reduce = 1%, Cumulative CPU 158.9 sec
2014-06-30 18:40:01,153 Stage-5 map = 39%,  reduce = 1%, Cumulative CPU 171.88 sec
2014-06-30 18:40:04,264 Stage-5 map = 41%,  reduce = 1%, Cumulative CPU 176.45 sec
2014-06-30 18:40:05,304 Stage-5 map = 41%,  reduce = 2%, Cumulative CPU 177.58 sec
2014-06-30 18:40:14,646 Stage-5 map = 41%,  reduce = 3%, Cumulative CPU 182.67 sec
2014-06-30 18:40:16,717 Stage-5 map = 43%,  reduce = 3%, Cumulative CPU 184.66 sec
2014-06-30 18:40:17,756 Stage-5 map = 45%,  reduce = 4%, Cumulative CPU 186.95 sec
2014-06-30 18:40:22,953 Stage-5 map = 46%,  reduce = 4%, Cumulative CPU 189.18 sec
2014-06-30 18:40:23,988 Stage-5 map = 47%,  reduce = 4%, Cumulative CPU 190.06 sec
2014-06-30 18:41:02,290 Stage-5 map = 49%,  reduce = 4%, Cumulative CPU 220.58 sec
2014-06-30 18:41:07,472 Stage-5 map = 52%,  reduce = 4%, Cumulative CPU 224.21 sec
2014-06-30 18:41:09,540 Stage-5 map = 53%,  reduce = 4%, Cumulative CPU 225.52 sec
2014-06-30 18:41:11,605 Stage-5 map = 54%,  reduce = 4%, Cumulative CPU 226.24 sec
2014-06-30 18:41:16,798 Stage-5 map = 55%,  reduce = 4%, Cumulative CPU 238.2 sec
2014-06-30 18:41:18,870 Stage-5 map = 57%,  reduce = 4%, Cumulative CPU 241.45 sec
2014-06-30 18:41:21,971 Stage-5 map = 57%,  reduce = 5%, Cumulative CPU 247.23 sec
2014-06-30 18:41:29,221 Stage-5 map = 57%,  reduce = 7%, Cumulative CPU 251.85 sec
2014-06-30 18:41:31,293 Stage-5 map = 59%,  reduce = 7%, Cumulative CPU 253.64 sec
2014-06-30 18:41:44,733 Stage-5 map = 61%,  reduce = 7%, Cumulative CPU 266.88 sec
2014-06-30 18:41:46,829 Stage-5 map = 61%,  reduce = 8%, Cumulative CPU 267.06 sec
2014-06-30 18:41:50,959 Stage-5 map = 62%,  reduce = 8%, Cumulative CPU 269.94 sec
2014-06-30 18:41:55,110 Stage-5 map = 63%,  reduce = 8%, Cumulative CPU 279.19 sec
2014-06-30 18:41:58,216 Stage-5 map = 66%,  reduce = 8%, Cumulative CPU 283.32 sec
2014-06-30 18:42:02,362 Stage-5 map = 67%,  reduce = 8%, Cumulative CPU 286.39 sec
2014-06-30 18:42:23,046 Stage-5 map = 71%,  reduce = 8%, Cumulative CPU 303.58 sec
2014-06-30 18:42:25,114 Stage-5 map = 71%,  reduce = 9%, Cumulative CPU 304.4 sec
2014-06-30 18:42:30,279 Stage-5 map = 72%,  reduce = 9%, Cumulative CPU 307.11 sec
2014-06-30 18:42:40,614 Stage-5 map = 73%,  reduce = 9%, Cumulative CPU 325.45 sec
2014-06-30 18:42:42,680 Stage-5 map = 75%,  reduce = 9%, Cumulative CPU 328.54 sec
2014-06-30 18:42:49,915 Stage-5 map = 77%,  reduce = 9%, Cumulative CPU 333.0 sec
2014-06-30 18:42:53,013 Stage-5 map = 77%,  reduce = 10%, Cumulative CPU 333.96 sec
2014-06-30 18:42:57,154 Stage-5 map = 78%,  reduce = 10%, Cumulative CPU 340.63 sec
2014-06-30 18:43:02,334 Stage-5 map = 80%,  reduce = 10%, Cumulative CPU 350.64 sec
2014-06-30 18:43:05,429 Stage-5 map = 82%,  reduce = 10%, Cumulative CPU 354.95 sec
2014-06-30 18:43:15,750 Stage-5 map = 83%,  reduce = 10%, Cumulative CPU 360.04 sec
2014-06-30 18:43:21,932 Stage-5 map = 85%,  reduce = 10%, Cumulative CPU 369.28 sec
2014-06-30 18:43:43,624 Stage-5 map = 86%,  reduce = 10%, Cumulative CPU 384.14 sec
2014-06-30 18:43:44,657 Stage-5 map = 88%,  reduce = 10%, Cumulative CPU 385.88 sec
2014-06-30 18:43:46,723 Stage-5 map = 88%,  reduce = 11%, Cumulative CPU 386.59 sec
2014-06-30 18:43:57,117 Stage-5 map = 91%,  reduce = 11%, Cumulative CPU 396.82 sec
2014-06-30 18:44:00,219 Stage-5 map = 92%,  reduce = 11%, Cumulative CPU 398.19 sec
2014-06-30 18:44:09,526 Stage-5 map = 96%,  reduce = 11%, Cumulative CPU 409.74 sec
2014-06-30 18:44:10,561 Stage-5 map = 98%,  reduce = 11%, Cumulative CPU 411.01 sec
2014-06-30 18:44:11,591 Stage-5 map = 98%,  reduce = 12%, Cumulative CPU 411.07 sec
2014-06-30 18:44:16,760 Stage-5 map = 100%,  reduce = 12%, Cumulative CPU 414.75 sec
2014-06-30 18:44:17,790 Stage-5 map = 100%,  reduce = 13%, Cumulative CPU 415.39 sec
2014-06-30 18:44:19,854 Stage-5 map = 100%,  reduce = 17%, Cumulative CPU 416.76 sec
2014-06-30 18:44:20,892 Stage-5 map = 100%,  reduce = 33%, Cumulative CPU 422.22 sec
2014-06-30 18:44:21,922 Stage-5 map = 100%,  reduce = 42%, Cumulative CPU 425.45 sec
2014-06-30 18:44:23,981 Stage-5 map = 100%,  reduce = 43%, Cumulative CPU 432.49 sec
2014-06-30 18:44:26,068 Stage-5 map = 100%,  reduce = 46%, Cumulative CPU 436.0 sec
2014-06-30 18:44:27,105 Stage-5 map = 100%,  reduce = 55%, Cumulative CPU 441.04 sec
2014-06-30 18:44:28,137 Stage-5 map = 100%,  reduce = 63%, Cumulative CPU 444.68 sec
2014-06-30 18:44:34,326 Stage-5 map = 100%,  reduce = 75%, Cumulative CPU 451.01 sec
2014-06-30 18:44:39,495 Stage-5 map = 100%,  reduce = 100%, Cumulative CPU 463.28 sec
MapReduce Total cumulative CPU time: 7 minutes 43 seconds 280 msec
Ended Job = job_1404113889176_0009
Launching Job 2 out of 11
Number of reduce tasks not specified. Estimated from input data size: 8
In order to change the average load for a reducer (in bytes):
  set hive.exec.reducers.bytes.per.reducer=<number>
In order to limit the maximum number of reducers:
  set hive.exec.reducers.max=<number>
In order to set a constant number of reducers:
  set mapreduce.job.reduces=<number>
Starting Job = job_1404113889176_0010, Tracking URL = http://master:8088/proxy/application_1404113889176_0010/
Kill Command = /usr/local/hadoop/bin/hadoop job  -kill job_1404113889176_0010
Hadoop job information for Stage-8: number of mappers: 31; number of reducers: 8
2014-06-30 18:44:53,617 Stage-8 map = 0%,  reduce = 0%
2014-06-30 18:45:23,819 Stage-8 map = 1%,  reduce = 0%, Cumulative CPU 38.86 sec
2014-06-30 18:45:27,958 Stage-8 map = 5%,  reduce = 0%, Cumulative CPU 43.68 sec
2014-06-30 18:45:28,996 Stage-8 map = 6%,  reduce = 0%, Cumulative CPU 44.16 sec
2014-06-30 18:45:41,398 Stage-8 map = 9%,  reduce = 0%, Cumulative CPU 56.08 sec
2014-06-30 18:45:44,513 Stage-8 map = 11%,  reduce = 0%, Cumulative CPU 60.85 sec
2014-06-30 18:45:45,551 Stage-8 map = 19%,  reduce = 0%, Cumulative CPU 65.51 sec
2014-06-30 18:46:09,406 Stage-8 map = 20%,  reduce = 0%, Cumulative CPU 101.11 sec
2014-06-30 18:46:10,440 Stage-8 map = 22%,  reduce = 0%, Cumulative CPU 103.24 sec
2014-06-30 18:46:12,512 Stage-8 map = 23%,  reduce = 0%, Cumulative CPU 107.86 sec
2014-06-30 18:46:13,557 Stage-8 map = 24%,  reduce = 0%, Cumulative CPU 109.85 sec
2014-06-30 18:46:17,712 Stage-8 map = 26%,  reduce = 0%, Cumulative CPU 117.28 sec
2014-06-30 18:46:18,750 Stage-8 map = 28%,  reduce = 0%, Cumulative CPU 119.79 sec
2014-06-30 18:46:20,834 Stage-8 map = 32%,  reduce = 0%, Cumulative CPU 125.14 sec
2014-06-30 18:46:30,201 Stage-8 map = 34%,  reduce = 0%, Cumulative CPU 129.37 sec
2014-06-30 18:46:34,372 Stage-8 map = 34%,  reduce = 1%, Cumulative CPU 130.94 sec
2014-06-30 18:46:38,519 Stage-8 map = 35%,  reduce = 1%, Cumulative CPU 149.48 sec
2014-06-30 18:46:40,644 Stage-8 map = 38%,  reduce = 1%, Cumulative CPU 153.03 sec
2014-06-30 18:46:52,017 Stage-8 map = 39%,  reduce = 1%, Cumulative CPU 167.32 sec
2014-06-30 18:46:54,093 Stage-8 map = 41%,  reduce = 1%, Cumulative CPU 171.41 sec
2014-06-30 18:46:56,154 Stage-8 map = 41%,  reduce = 2%, Cumulative CPU 172.13 sec
2014-06-30 18:47:05,467 Stage-8 map = 41%,  reduce = 3%, Cumulative CPU 176.99 sec
2014-06-30 18:47:06,500 Stage-8 map = 43%,  reduce = 3%, Cumulative CPU 178.78 sec
2014-06-30 18:47:09,594 Stage-8 map = 45%,  reduce = 3%, Cumulative CPU 181.11 sec
2014-06-30 18:47:11,659 Stage-8 map = 45%,  reduce = 4%, Cumulative CPU 182.58 sec
2014-06-30 18:47:13,732 Stage-8 map = 46%,  reduce = 4%, Cumulative CPU 183.28 sec
2014-06-30 18:47:14,765 Stage-8 map = 47%,  reduce = 4%, Cumulative CPU 184.06 sec
2014-06-30 18:47:55,045 Stage-8 map = 49%,  reduce = 4%, Cumulative CPU 216.39 sec
2014-06-30 18:47:57,113 Stage-8 map = 51%,  reduce = 4%, Cumulative CPU 216.92 sec
2014-06-30 18:47:58,146 Stage-8 map = 52%,  reduce = 4%, Cumulative CPU 218.96 sec
2014-06-30 18:48:01,241 Stage-8 map = 54%,  reduce = 4%, Cumulative CPU 220.59 sec
2014-06-30 18:48:09,498 Stage-8 map = 55%,  reduce = 4%, Cumulative CPU 231.8 sec
2014-06-30 18:48:12,603 Stage-8 map = 57%,  reduce = 4%, Cumulative CPU 241.73 sec
2014-06-30 18:48:15,705 Stage-8 map = 57%,  reduce = 5%, Cumulative CPU 243.42 sec
2014-06-30 18:48:21,891 Stage-8 map = 58%,  reduce = 5%, Cumulative CPU 247.25 sec
2014-06-30 18:48:22,923 Stage-8 map = 59%,  reduce = 7%, Cumulative CPU 247.92 sec
2014-06-30 18:48:31,195 Stage-8 map = 60%,  reduce = 7%, Cumulative CPU 251.68 sec
2014-06-30 18:48:32,235 Stage-8 map = 61%,  reduce = 7%, Cumulative CPU 252.72 sec
2014-06-30 18:48:34,309 Stage-8 map = 61%,  reduce = 8%, Cumulative CPU 258.8 sec
2014-06-30 18:48:40,513 Stage-8 map = 62%,  reduce = 8%, Cumulative CPU 261.93 sec
2014-06-30 18:48:42,571 Stage-8 map = 63%,  reduce = 8%, Cumulative CPU 270.39 sec
2014-06-30 18:48:45,665 Stage-8 map = 66%,  reduce = 8%, Cumulative CPU 274.58 sec
2014-06-30 18:48:50,823 Stage-8 map = 67%,  reduce = 8%, Cumulative CPU 277.42 sec
2014-06-30 18:49:12,882 Stage-8 map = 69%,  reduce = 8%, Cumulative CPU 294.56 sec
2014-06-30 18:49:14,956 Stage-8 map = 71%,  reduce = 8%, Cumulative CPU 296.58 sec
2014-06-30 18:49:15,988 Stage-8 map = 71%,  reduce = 9%, Cumulative CPU 296.79 sec
2014-06-30 18:49:20,117 Stage-8 map = 72%,  reduce = 9%, Cumulative CPU 299.08 sec
2014-06-30 18:49:27,328 Stage-8 map = 73%,  reduce = 9%, Cumulative CPU 313.55 sec
2014-06-30 18:49:30,416 Stage-8 map = 75%,  reduce = 9%, Cumulative CPU 318.28 sec
2014-06-30 18:49:43,827 Stage-8 map = 77%,  reduce = 9%, Cumulative CPU 329.16 sec
2014-06-30 18:49:45,894 Stage-8 map = 77%,  reduce = 10%, Cumulative CPU 330.88 sec
2014-06-30 18:49:47,958 Stage-8 map = 78%,  reduce = 10%, Cumulative CPU 332.56 sec
2014-06-30 18:49:57,244 Stage-8 map = 80%,  reduce = 10%, Cumulative CPU 345.2 sec
2014-06-30 18:49:59,306 Stage-8 map = 82%,  reduce = 10%, Cumulative CPU 349.05 sec
2014-06-30 18:50:05,490 Stage-8 map = 83%,  reduce = 10%, Cumulative CPU 351.78 sec
2014-06-30 18:50:10,658 Stage-8 map = 85%,  reduce = 10%, Cumulative CPU 358.73 sec
2014-06-30 18:50:33,319 Stage-8 map = 87%,  reduce = 11%, Cumulative CPU 375.82 sec
2014-06-30 18:50:37,436 Stage-8 map = 88%,  reduce = 11%, Cumulative CPU 377.9 sec
2014-06-30 18:50:46,713 Stage-8 map = 91%,  reduce = 11%, Cumulative CPU 387.53 sec
2014-06-30 18:50:48,776 Stage-8 map = 92%,  reduce = 11%, Cumulative CPU 388.21 sec
2014-06-30 18:50:58,056 Stage-8 map = 95%,  reduce = 11%, Cumulative CPU 398.9 sec
2014-06-30 18:50:59,082 Stage-8 map = 96%,  reduce = 11%, Cumulative CPU 400.3 sec
2014-06-30 18:51:01,143 Stage-8 map = 96%,  reduce = 12%, Cumulative CPU 400.97 sec
2014-06-30 18:51:02,174 Stage-8 map = 98%,  reduce = 12%, Cumulative CPU 402.47 sec
2014-06-30 18:51:06,306 Stage-8 map = 99%,  reduce = 12%, Cumulative CPU 405.05 sec
2014-06-30 18:51:07,336 Stage-8 map = 100%,  reduce = 12%, Cumulative CPU 405.53 sec
2014-06-30 18:51:08,367 Stage-8 map = 100%,  reduce = 17%, Cumulative CPU 406.81 sec
2014-06-30 18:51:09,401 Stage-8 map = 100%,  reduce = 25%, Cumulative CPU 408.64 sec
2014-06-30 18:51:10,433 Stage-8 map = 100%,  reduce = 29%, Cumulative CPU 410.29 sec
2014-06-30 18:51:11,464 Stage-8 map = 100%,  reduce = 33%, Cumulative CPU 414.06 sec
2014-06-30 18:51:12,498 Stage-8 map = 100%,  reduce = 34%, Cumulative CPU 415.75 sec
2014-06-30 18:51:13,530 Stage-8 map = 100%,  reduce = 42%, Cumulative CPU 421.18 sec
2014-06-30 18:51:14,561 Stage-8 map = 100%,  reduce = 44%, Cumulative CPU 424.59 sec
2014-06-30 18:51:16,634 Stage-8 map = 100%,  reduce = 54%, Cumulative CPU 430.82 sec
2014-06-30 18:51:17,666 Stage-8 map = 100%,  reduce = 60%, Cumulative CPU 433.55 sec
2014-06-30 18:51:18,698 Stage-8 map = 100%,  reduce = 63%, Cumulative CPU 434.53 sec
2014-06-30 18:51:24,880 Stage-8 map = 100%,  reduce = 75%, Cumulative CPU 440.18 sec
2014-06-30 18:51:29,001 Stage-8 map = 100%,  reduce = 100%, Cumulative CPU 451.39 sec
MapReduce Total cumulative CPU time: 7 minutes 31 seconds 390 msec
Ended Job = job_1404113889176_0010
Launching Job 3 out of 11
Number of reduce tasks not specified. Estimated from input data size: 8
In order to change the average load for a reducer (in bytes):
  set hive.exec.reducers.bytes.per.reducer=<number>
In order to limit the maximum number of reducers:
  set hive.exec.reducers.max=<number>
In order to set a constant number of reducers:
  set mapreduce.job.reduces=<number>
Starting Job = job_1404113889176_0011, Tracking URL = http://master:8088/proxy/application_1404113889176_0011/
Kill Command = /usr/local/hadoop/bin/hadoop job  -kill job_1404113889176_0011
Hadoop job information for Stage-9: number of mappers: 31; number of reducers: 8
2014-06-30 18:51:41,135 Stage-9 map = 0%,  reduce = 0%
2014-06-30 18:52:15,538 Stage-9 map = 5%,  reduce = 0%, Cumulative CPU 45.17 sec
2014-06-30 18:52:16,570 Stage-9 map = 6%,  reduce = 0%, Cumulative CPU 45.66 sec
2014-06-30 18:52:33,114 Stage-9 map = 8%,  reduce = 0%, Cumulative CPU 60.29 sec
2014-06-30 18:52:34,160 Stage-9 map = 14%,  reduce = 0%, Cumulative CPU 64.86 sec
2014-06-30 18:52:35,202 Stage-9 map = 19%,  reduce = 0%, Cumulative CPU 68.42 sec
2014-06-30 18:53:01,122 Stage-9 map = 20%,  reduce = 0%, Cumulative CPU 109.13 sec
2014-06-30 18:53:02,156 Stage-9 map = 23%,  reduce = 0%, Cumulative CPU 111.33 sec
2014-06-30 18:53:03,190 Stage-9 map = 24%,  reduce = 0%, Cumulative CPU 113.07 sec
2014-06-30 18:53:10,449 Stage-9 map = 30%,  reduce = 0%, Cumulative CPU 129.07 sec
2014-06-30 18:53:11,483 Stage-9 map = 32%,  reduce = 0%, Cumulative CPU 130.74 sec
2014-06-30 18:53:13,597 Stage-9 map = 33%,  reduce = 0%, Cumulative CPU 132.1 sec
2014-06-30 18:53:18,774 Stage-9 map = 34%,  reduce = 0%, Cumulative CPU 134.28 sec
2014-06-30 18:53:24,970 Stage-9 map = 34%,  reduce = 1%, Cumulative CPU 137.08 sec
2014-06-30 18:53:30,141 Stage-9 map = 35%,  reduce = 1%, Cumulative CPU 156.72 sec
2014-06-30 18:53:33,233 Stage-9 map = 38%,  reduce = 1%, Cumulative CPU 161.21 sec
2014-06-30 18:53:43,579 Stage-9 map = 39%,  reduce = 1%, Cumulative CPU 173.8 sec
2014-06-30 18:53:46,702 Stage-9 map = 41%,  reduce = 1%, Cumulative CPU 178.29 sec
2014-06-30 18:53:48,765 Stage-9 map = 41%,  reduce = 2%, Cumulative CPU 179.81 sec
2014-06-30 18:53:50,857 Stage-9 map = 43%,  reduce = 2%, Cumulative CPU 181.49 sec
2014-06-30 18:53:54,999 Stage-9 map = 44%,  reduce = 2%, Cumulative CPU 183.86 sec
2014-06-30 18:53:56,032 Stage-9 map = 45%,  reduce = 2%, Cumulative CPU 185.52 sec
2014-06-30 18:53:58,097 Stage-9 map = 45%,  reduce = 4%, Cumulative CPU 186.64 sec
2014-06-30 18:54:02,236 Stage-9 map = 46%,  reduce = 4%, Cumulative CPU 192.74 sec
2014-06-30 18:54:04,299 Stage-9 map = 47%,  reduce = 4%, Cumulative CPU 193.21 sec
2014-06-30 18:54:44,616 Stage-9 map = 48%,  reduce = 4%, Cumulative CPU 221.42 sec
2014-06-30 18:54:47,729 Stage-9 map = 51%,  reduce = 4%, Cumulative CPU 224.2 sec
2014-06-30 18:54:48,764 Stage-9 map = 53%,  reduce = 4%, Cumulative CPU 225.5 sec
2014-06-30 18:54:49,795 Stage-9 map = 54%,  reduce = 4%, Cumulative CPU 226.32 sec
2014-06-30 18:55:03,242 Stage-9 map = 55%,  reduce = 4%, Cumulative CPU 246.15 sec
2014-06-30 18:55:05,315 Stage-9 map = 57%,  reduce = 5%, Cumulative CPU 249.03 sec
2014-06-30 18:55:11,510 Stage-9 map = 58%,  reduce = 5%, Cumulative CPU 253.18 sec
2014-06-30 18:55:12,544 Stage-9 map = 59%,  reduce = 5%, Cumulative CPU 254.17 sec
2014-06-30 18:55:14,620 Stage-9 map = 60%,  reduce = 5%, Cumulative CPU 256.21 sec
2014-06-30 18:55:15,653 Stage-9 map = 61%,  reduce = 7%, Cumulative CPU 257.48 sec
2014-06-30 18:55:17,721 Stage-9 map = 61%,  reduce = 8%, Cumulative CPU 258.53 sec
2014-06-30 18:55:22,875 Stage-9 map = 62%,  reduce = 8%, Cumulative CPU 260.55 sec
2014-06-30 18:55:28,068 Stage-9 map = 63%,  reduce = 8%, Cumulative CPU 275.0 sec
2014-06-30 18:55:31,169 Stage-9 map = 66%,  reduce = 8%, Cumulative CPU 279.56 sec
2014-06-30 18:55:44,628 Stage-9 map = 67%,  reduce = 8%, Cumulative CPU 292.12 sec
2014-06-30 18:55:55,956 Stage-9 map = 69%,  reduce = 8%, Cumulative CPU 298.61 sec
2014-06-30 18:56:11,461 Stage-9 map = 72%,  reduce = 8%, Cumulative CPU 312.6 sec
2014-06-30 18:56:12,497 Stage-9 map = 72%,  reduce = 9%, Cumulative CPU 313.24 sec
2014-06-30 18:56:21,793 Stage-9 map = 73%,  reduce = 9%, Cumulative CPU 325.4 sec
2014-06-30 18:56:24,890 Stage-9 map = 75%,  reduce = 9%, Cumulative CPU 330.18 sec
2014-06-30 18:56:30,097 Stage-9 map = 76%,  reduce = 9%, Cumulative CPU 333.14 sec
2014-06-30 18:56:32,154 Stage-9 map = 78%,  reduce = 9%, Cumulative CPU 334.62 sec
2014-06-30 18:56:33,185 Stage-9 map = 78%,  reduce = 10%, Cumulative CPU 335.42 sec
2014-06-30 18:56:43,514 Stage-9 map = 80%,  reduce = 10%, Cumulative CPU 352.23 sec
2014-06-30 18:56:46,622 Stage-9 map = 82%,  reduce = 10%, Cumulative CPU 357.05 sec
