14/06/30 17:32:04 INFO Configuration.deprecation: mapred.reduce.tasks is deprecated. Instead, use mapreduce.job.reduces
14/06/30 17:32:04 INFO Configuration.deprecation: mapred.min.split.size is deprecated. Instead, use mapreduce.input.fileinputformat.split.minsize
14/06/30 17:32:04 INFO Configuration.deprecation: mapred.reduce.tasks.speculative.execution is deprecated. Instead, use mapreduce.reduce.speculative
14/06/30 17:32:04 INFO Configuration.deprecation: mapred.min.split.size.per.node is deprecated. Instead, use mapreduce.input.fileinputformat.split.minsize.per.node
14/06/30 17:32:04 INFO Configuration.deprecation: mapred.input.dir.recursive is deprecated. Instead, use mapreduce.input.fileinputformat.input.dir.recursive
14/06/30 17:32:04 INFO Configuration.deprecation: mapred.min.split.size.per.rack is deprecated. Instead, use mapreduce.input.fileinputformat.split.minsize.per.rack
14/06/30 17:32:04 INFO Configuration.deprecation: mapred.max.split.size is deprecated. Instead, use mapreduce.input.fileinputformat.split.maxsize
14/06/30 17:32:04 INFO Configuration.deprecation: mapred.committer.job.setup.cleanup.needed is deprecated. Instead, use mapreduce.job.committer.setup.cleanup.needed

Logging initialized using configuration in jar:file:/usr/local/hive/lib/hive-common-0.13.0.jar!/hive-log4j.properties
hive.exec.parallel=false
hive.exec.parallel.thread.number=8
hive.exec.compress.intermediate=false
mapred.map.output.compression.codec=org.apache.hadoop.io.compress.DefaultCodec
hive.exec.compress.output=false
mapred.output.compression.codec=org.apache.hadoop.io.compress.DefaultCodec
hive.default.fileformat=TextFile
hive.optimize.mapjoin.mapreduce is undefined
hive.mapjoin.smalltable.filesize=25000000
hive.optimize.bucketmapjoin=false
hive.optimize.bucketmapjoin.sortedmerge=false
hive.auto.convert.join=true
hive.auto.convert.sortmerge.join=false
hive.auto.convert.sortmerge.join.noconditionaltask is undefined
hive.optimize.ppd=true
hive.optimize.index.filter=false
OK
Time taken: 0.585 seconds
Added resource: /home/hduser/nfs/Big-Bench/queries/q02/q2_reducer.py
OK
Time taken: 0.072 seconds
Total jobs = 2
14/06/30 17:32:15 WARN conf.Configuration: file:/tmp/hduser/hive_2014-06-30_17-32-11_554_713385213315704986-1/-local-10008/jobconf.xml:an attempt to override final parameter: mapreduce.job.end-notification.max.retry.interval;  Ignoring.
14/06/30 17:32:15 WARN conf.Configuration: file:/tmp/hduser/hive_2014-06-30_17-32-11_554_713385213315704986-1/-local-10008/jobconf.xml:an attempt to override final parameter: mapreduce.job.end-notification.max.attempts;  Ignoring.
14/06/30 17:32:15 WARN util.NativeCodeLoader: Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
14/06/30 17:32:15 INFO Configuration.deprecation: mapred.reduce.tasks is deprecated. Instead, use mapreduce.job.reduces
14/06/30 17:32:15 INFO Configuration.deprecation: mapred.min.split.size is deprecated. Instead, use mapreduce.input.fileinputformat.split.minsize
14/06/30 17:32:15 INFO Configuration.deprecation: mapred.reduce.tasks.speculative.execution is deprecated. Instead, use mapreduce.reduce.speculative
14/06/30 17:32:15 INFO Configuration.deprecation: mapred.min.split.size.per.node is deprecated. Instead, use mapreduce.input.fileinputformat.split.minsize.per.node
14/06/30 17:32:15 INFO Configuration.deprecation: mapred.input.dir.recursive is deprecated. Instead, use mapreduce.input.fileinputformat.input.dir.recursive
14/06/30 17:32:15 INFO Configuration.deprecation: mapred.min.split.size.per.rack is deprecated. Instead, use mapreduce.input.fileinputformat.split.minsize.per.rack
14/06/30 17:32:15 INFO Configuration.deprecation: mapred.max.split.size is deprecated. Instead, use mapreduce.input.fileinputformat.split.maxsize
14/06/30 17:32:15 INFO Configuration.deprecation: mapred.committer.job.setup.cleanup.needed is deprecated. Instead, use mapreduce.job.committer.setup.cleanup.needed
Execution log at: /tmp/hduser/hduser_20140630173232_bd32a8dd-89ac-4a97-8665-7ea398ec2207.log
2014-06-30 05:32:16	Starting to launch local task to process map join;	maximum memory = 514850816
2014-06-30 05:32:16	Dump the side-table into file: file:/tmp/hduser/hive_2014-06-30_17-32-11_554_713385213315704986-1/-local-10005/HashTable-Stage-2/MapJoin-mapfile01--.hashtable
2014-06-30 05:32:16	Uploaded 1 File to: file:/tmp/hduser/hive_2014-06-30_17-32-11_554_713385213315704986-1/-local-10005/HashTable-Stage-2/MapJoin-mapfile01--.hashtable (17628 bytes)
2014-06-30 05:32:16	End of local task; Time Taken: 0.733 sec.
Execution completed successfully
MapredLocal task succeeded
Launching Job 1 out of 2
Number of reduce tasks not specified. Estimated from input data size: 14
In order to change the average load for a reducer (in bytes):
  set hive.exec.reducers.bytes.per.reducer=<number>
In order to limit the maximum number of reducers:
  set hive.exec.reducers.max=<number>
In order to set a constant number of reducers:
  set mapreduce.job.reduces=<number>
Starting Job = job_1404113889176_0003, Tracking URL = http://master:8088/proxy/application_1404113889176_0003/
Kill Command = /usr/local/hadoop/bin/hadoop job  -kill job_1404113889176_0003
Hadoop job information for Stage-2: number of mappers: 52; number of reducers: 14
2014-06-30 17:32:28,289 Stage-2 map = 0%,  reduce = 0%
2014-06-30 18:24:12,815 Stage-2 map = 100%,  reduce = 99%, Cumulative CPU 6251.49 sec
2014-06-30 18:24:55,124 Stage-2 map = 100%,  reduce = 100%, Cumulative CPU 6332.13 sec
MapReduce Total cumulative CPU time: 0 days 1 hours 45 minutes 32 seconds 130 msec
Ended Job = job_1404113889176_0003
Launching Job 2 out of 2
Number of reduce tasks not specified. Estimated from input data size: 1
In order to change the average load for a reducer (in bytes):
  set hive.exec.reducers.bytes.per.reducer=<number>
In order to limit the maximum number of reducers:
  set hive.exec.reducers.max=<number>
In order to set a constant number of reducers:
  set mapreduce.job.reduces=<number>
Starting Job = job_1404113889176_0004, Tracking URL = http://master:8088/proxy/application_1404113889176_0004/
Kill Command = /usr/local/hadoop/bin/hadoop job  -kill job_1404113889176_0004
Hadoop job information for Stage-3: number of mappers: 1; number of reducers: 1
2014-06-30 18:25:21,937 Stage-3 map = 0%,  reduce = 0%
2014-06-30 18:25:29,188 Stage-3 map = 100%,  reduce = 0%, Cumulative CPU 1.1 sec
2014-06-30 18:25:35,405 Stage-3 map = 100%,  reduce = 100%, Cumulative CPU 2.34 sec
MapReduce Total cumulative CPU time: 2 seconds 340 msec
Ended Job = job_1404113889176_0004
Moving data to: hdfs://master:9000/user/hive/warehouse/bigbenchorc.db/q02_tmp_sales_review
Table bigbenchorc.q02_tmp_sales_review stats: [numFiles=1, numRows=0, totalSize=0, rawDataSize=0]
MapReduce Jobs Launched: 
Job 0: Map: 52  Reduce: 14   Cumulative CPU: 6332.53 sec   HDFS Read: 13820645521 HDFS Write: 1344 SUCCESS
Job 1: Map: 1  Reduce: 1   Cumulative CPU: 2.34 sec   HDFS Read: 4513 HDFS Write: 58 SUCCESS
Total MapReduce CPU Time Spent: 0 days 1 hours 45 minutes 34 seconds 870 msec
OK
Time taken: 3205.39 seconds
OK
Time taken: 0.016 seconds
Total jobs = 3
Launching Job 1 out of 3
Number of reduce tasks is set to 0 since there's no reduce operator
Starting Job = job_1404113889176_0005, Tracking URL = http://master:8088/proxy/application_1404113889176_0005/
Kill Command = /usr/local/hadoop/bin/hadoop job  -kill job_1404113889176_0005
Hadoop job information for Stage-1: number of mappers: 43; number of reducers: 0
2014-06-30 18:25:49,012 Stage-1 map = 0%,  reduce = 0%
2014-06-30 18:26:24,389 Stage-1 map = 1%,  reduce = 0%, Cumulative CPU 27.74 sec
2014-06-30 18:26:31,651 Stage-1 map = 6%,  reduce = 0%, Cumulative CPU 32.49 sec
2014-06-30 18:26:32,694 Stage-1 map = 7%,  reduce = 0%, Cumulative CPU 32.79 sec
2014-06-30 18:26:48,250 Stage-1 map = 8%,  reduce = 0%, Cumulative CPU 43.23 sec
2014-06-30 18:26:51,397 Stage-1 map = 9%,  reduce = 0%, Cumulative CPU 45.5 sec
2014-06-30 18:26:52,440 Stage-1 map = 14%,  reduce = 0%, Cumulative CPU 47.85 sec
2014-06-30 18:27:02,946 Stage-1 map = 15%,  reduce = 0%, Cumulative CPU 53.18 sec
2014-06-30 18:27:06,088 Stage-1 map = 16%,  reduce = 0%, Cumulative CPU 54.94 sec
2014-06-30 18:27:14,455 Stage-1 map = 17%,  reduce = 0%, Cumulative CPU 79.54 sec
2014-06-30 18:27:15,502 Stage-1 map = 19%,  reduce = 0%, Cumulative CPU 80.7 sec
2014-06-30 18:27:17,579 Stage-1 map = 20%,  reduce = 0%, Cumulative CPU 84.59 sec
2014-06-30 18:27:18,689 Stage-1 map = 21%,  reduce = 0%, Cumulative CPU 85.78 sec
2014-06-30 18:27:19,737 Stage-1 map = 23%,  reduce = 0%, Cumulative CPU 89.01 sec
2014-06-30 18:27:20,794 Stage-1 map = 24%,  reduce = 0%, Cumulative CPU 95.44 sec
2014-06-30 18:27:23,931 Stage-1 map = 26%,  reduce = 0%, Cumulative CPU 98.04 sec
2014-06-30 18:27:32,267 Stage-1 map = 27%,  reduce = 0%, Cumulative CPU 103.89 sec
2014-06-30 18:27:36,414 Stage-1 map = 28%,  reduce = 0%, Cumulative CPU 108.68 sec
2014-06-30 18:27:37,450 Stage-1 map = 29%,  reduce = 0%, Cumulative CPU 118.79 sec
2014-06-30 18:27:38,482 Stage-1 map = 30%,  reduce = 0%, Cumulative CPU 120.39 sec
2014-06-30 18:28:34,323 Stage-1 map = 33%,  reduce = 0%, Cumulative CPU 151.38 sec
2014-06-30 18:28:39,483 Stage-1 map = 34%,  reduce = 0%, Cumulative CPU 153.79 sec
2014-06-30 18:28:41,549 Stage-1 map = 35%,  reduce = 0%, Cumulative CPU 155.02 sec
2014-06-30 18:28:44,671 Stage-1 map = 37%,  reduce = 0%, Cumulative CPU 162.04 sec
2014-06-30 18:28:45,702 Stage-1 map = 38%,  reduce = 0%, Cumulative CPU 163.56 sec
2014-06-30 18:28:50,864 Stage-1 map = 40%,  reduce = 0%, Cumulative CPU 165.75 sec
2014-06-30 18:29:34,447 Stage-1 map = 41%,  reduce = 0%, Cumulative CPU 192.65 sec
2014-06-30 18:29:45,859 Stage-1 map = 43%,  reduce = 0%, Cumulative CPU 204.4 sec
2014-06-30 18:29:46,891 Stage-1 map = 44%,  reduce = 0%, Cumulative CPU 205.42 sec
2014-06-30 18:29:48,958 Stage-1 map = 45%,  reduce = 0%, Cumulative CPU 207.02 sec
2014-06-30 18:29:49,997 Stage-1 map = 47%,  reduce = 0%, Cumulative CPU 207.46 sec
2014-06-30 18:29:52,064 Stage-1 map = 48%,  reduce = 0%, Cumulative CPU 208.56 sec
2014-06-30 18:29:54,143 Stage-1 map = 49%,  reduce = 0%, Cumulative CPU 209.25 sec
2014-06-30 18:30:03,551 Stage-1 map = 50%,  reduce = 0%, Cumulative CPU 225.29 sec
2014-06-30 18:30:05,612 Stage-1 map = 51%,  reduce = 0%, Cumulative CPU 228.21 sec
2014-06-30 18:30:32,534 Stage-1 map = 52%,  reduce = 0%, Cumulative CPU 249.24 sec
2014-06-30 18:30:42,869 Stage-1 map = 55%,  reduce = 0%, Cumulative CPU 260.45 sec
2014-06-30 18:30:48,056 Stage-1 map = 56%,  reduce = 0%, Cumulative CPU 263.15 sec
2014-06-30 18:30:55,281 Stage-1 map = 57%,  reduce = 0%, Cumulative CPU 268.77 sec
2014-06-30 18:31:03,536 Stage-1 map = 58%,  reduce = 0%, Cumulative CPU 276.32 sec
2014-06-30 18:31:11,792 Stage-1 map = 59%,  reduce = 0%, Cumulative CPU 281.19 sec
2014-06-30 18:31:13,859 Stage-1 map = 60%,  reduce = 0%, Cumulative CPU 282.17 sec
2014-06-30 18:32:00,302 Stage-1 map = 62%,  reduce = 0%, Cumulative CPU 304.43 sec
2014-06-30 18:32:03,404 Stage-1 map = 63%,  reduce = 0%, Cumulative CPU 306.45 sec
2014-06-30 18:32:05,467 Stage-1 map = 64%,  reduce = 0%, Cumulative CPU 307.11 sec
2014-06-30 18:32:09,590 Stage-1 map = 65%,  reduce = 0%, Cumulative CPU 309.41 sec
2014-06-30 18:32:13,729 Stage-1 map = 67%,  reduce = 0%, Cumulative CPU 317.98 sec
2014-06-30 18:32:14,765 Stage-1 map = 69%,  reduce = 0%, Cumulative CPU 319.26 sec
2014-06-30 18:32:16,833 Stage-1 map = 70%,  reduce = 0%, Cumulative CPU 319.98 sec
2014-06-30 18:32:28,242 Stage-1 map = 71%,  reduce = 0%, Cumulative CPU 336.63 sec
2014-06-30 18:32:31,337 Stage-1 map = 72%,  reduce = 0%, Cumulative CPU 343.52 sec
2014-06-30 18:32:40,635 Stage-1 map = 73%,  reduce = 0%, Cumulative CPU 354.97 sec
2014-06-30 18:32:42,700 Stage-1 map = 74%,  reduce = 0%, Cumulative CPU 356.59 sec
2014-06-30 18:32:43,740 Stage-1 map = 76%,  reduce = 0%, Cumulative CPU 357.64 sec
2014-06-30 18:32:46,842 Stage-1 map = 77%,  reduce = 0%, Cumulative CPU 359.31 sec
2014-06-30 18:32:56,203 Stage-1 map = 78%,  reduce = 0%, Cumulative CPU 368.58 sec
2014-06-30 18:33:18,968 Stage-1 map = 79%,  reduce = 0%, Cumulative CPU 384.16 sec
2014-06-30 18:33:40,625 Stage-1 map = 80%,  reduce = 0%, Cumulative CPU 397.19 sec
2014-06-30 18:33:41,655 Stage-1 map = 81%,  reduce = 0%, Cumulative CPU 397.88 sec
2014-06-30 18:34:10,852 Stage-1 map = 83%,  reduce = 0%, Cumulative CPU 409.46 sec
2014-06-30 18:34:12,915 Stage-1 map = 85%,  reduce = 0%, Cumulative CPU 410.59 sec
2014-06-30 18:34:36,062 Stage-1 map = 86%,  reduce = 0%, Cumulative CPU 419.83 sec
2014-06-30 18:34:47,719 Stage-1 map = 87%,  reduce = 0%, Cumulative CPU 425.06 sec
2014-06-30 18:34:49,819 Stage-1 map = 88%,  reduce = 0%, Cumulative CPU 426.21 sec
2014-06-30 18:35:22,063 Stage-1 map = 90%,  reduce = 0%, Cumulative CPU 446.7 sec
2014-06-30 18:35:23,096 Stage-1 map = 91%,  reduce = 0%, Cumulative CPU 447.47 sec
2014-06-30 18:35:24,129 Stage-1 map = 92%,  reduce = 0%, Cumulative CPU 448.25 sec
2014-06-30 18:35:26,210 Stage-1 map = 93%,  reduce = 0%, Cumulative CPU 450.06 sec
2014-06-30 18:35:28,284 Stage-1 map = 94%,  reduce = 0%, Cumulative CPU 452.63 sec
2014-06-30 18:35:31,401 Stage-1 map = 95%,  reduce = 0%, Cumulative CPU 454.07 sec
2014-06-30 18:35:49,047 Stage-1 map = 97%,  reduce = 0%, Cumulative CPU 462.31 sec
2014-06-30 18:36:11,749 Stage-1 map = 99%,  reduce = 0%, Cumulative CPU 467.61 sec
2014-06-30 18:36:22,070 Stage-1 map = 100%,  reduce = 0%, Cumulative CPU 469.93 sec
MapReduce Total cumulative CPU time: 7 minutes 49 seconds 930 msec
Ended Job = job_1404113889176_0005
Stage-4 is selected by condition resolver.
Stage-3 is filtered out by condition resolver.
Stage-5 is filtered out by condition resolver.
Moving data to: hdfs://master:9000/tmp/hive-hduser/hive_2014-06-30_18-25-36_965_1591555950626102428-1/-ext-10001
Moving data to: hdfs://master:9000/user/hive/warehouse/bigbenchorc.db/q02_tmp_websales_date
Table bigbenchorc.q02_tmp_websales_date stats: [numFiles=43, numRows=0, totalSize=0, rawDataSize=0]
MapReduce Jobs Launched: 
Job 0: Map: 43   Cumulative CPU: 469.93 sec   HDFS Read: 11411089614 HDFS Write: 2537 SUCCESS
Total MapReduce CPU Time Spent: 7 minutes 49 seconds 930 msec
OK
Time taken: 646.7 seconds
hive.exec.compress.output=false
OK
Time taken: 0.958 seconds
Total jobs = 5
Launching Job 1 out of 5
Number of reduce tasks determined at compile time: 1
In order to change the average load for a reducer (in bytes):
  set hive.exec.reducers.bytes.per.reducer=<number>
In order to limit the maximum number of reducers:
  set hive.exec.reducers.max=<number>
In order to set a constant number of reducers:
  set mapreduce.job.reduces=<number>
Starting Job = job_1404113889176_0006, Tracking URL = http://master:8088/proxy/application_1404113889176_0006/
Kill Command = /usr/local/hadoop/bin/hadoop job  -kill job_1404113889176_0006
Hadoop job information for Stage-6: number of mappers: 1; number of reducers: 1
2014-06-30 18:36:35,074 Stage-6 map = 0%,  reduce = 0%
2014-06-30 18:36:41,306 Stage-6 map = 100%,  reduce = 0%, Cumulative CPU 1.39 sec
2014-06-30 18:36:46,501 Stage-6 map = 100%,  reduce = 100%, Cumulative CPU 2.62 sec
MapReduce Total cumulative CPU time: 2 seconds 620 msec
Ended Job = job_1404113889176_0006
14/06/30 18:36:50 WARN conf.Configuration: file:/tmp/hduser/hive_2014-06-30_18-36-24_629_6097895081145643567-1/-local-10015/jobconf.xml:an attempt to override final parameter: mapreduce.job.end-notification.max.retry.interval;  Ignoring.
14/06/30 18:36:50 WARN conf.Configuration: file:/tmp/hduser/hive_2014-06-30_18-36-24_629_6097895081145643567-1/-local-10015/jobconf.xml:an attempt to override final parameter: mapreduce.job.end-notification.max.attempts;  Ignoring.
14/06/30 18:36:50 WARN util.NativeCodeLoader: Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
14/06/30 18:36:50 INFO Configuration.deprecation: mapred.reduce.tasks is deprecated. Instead, use mapreduce.job.reduces
14/06/30 18:36:50 INFO Configuration.deprecation: mapred.min.split.size is deprecated. Instead, use mapreduce.input.fileinputformat.split.minsize
14/06/30 18:36:50 INFO Configuration.deprecation: mapred.reduce.tasks.speculative.execution is deprecated. Instead, use mapreduce.reduce.speculative
14/06/30 18:36:50 INFO Configuration.deprecation: mapred.min.split.size.per.node is deprecated. Instead, use mapreduce.input.fileinputformat.split.minsize.per.node
14/06/30 18:36:50 INFO Configuration.deprecation: mapred.input.dir.recursive is deprecated. Instead, use mapreduce.input.fileinputformat.input.dir.recursive
14/06/30 18:36:50 INFO Configuration.deprecation: mapred.min.split.size.per.rack is deprecated. Instead, use mapreduce.input.fileinputformat.split.minsize.per.rack
14/06/30 18:36:50 INFO Configuration.deprecation: mapred.max.split.size is deprecated. Instead, use mapreduce.input.fileinputformat.split.maxsize
14/06/30 18:36:50 INFO Configuration.deprecation: mapred.committer.job.setup.cleanup.needed is deprecated. Instead, use mapreduce.job.committer.setup.cleanup.needed
Execution log at: /tmp/hduser/hduser_20140630183636_867e28b7-28e4-4588-9e4e-ce9cad27dd9c.log
2014-06-30 06:36:51	Starting to launch local task to process map join;	maximum memory = 514850816
2014-06-30 06:36:51	Dump the side-table into file: file:/tmp/hduser/hive_2014-06-30_18-36-24_629_6097895081145643567-1/-local-10010/HashTable-Stage-2/MapJoin-mapfile30--.hashtable
2014-06-30 06:36:51	Uploaded 1 File to: file:/tmp/hduser/hive_2014-06-30_18-36-24_629_6097895081145643567-1/-local-10010/HashTable-Stage-2/MapJoin-mapfile30--.hashtable (260 bytes)
2014-06-30 06:36:51	End of local task; Time Taken: 0.551 sec.
Execution completed successfully
MapredLocal task succeeded
Launching Job 2 out of 5
Number of reduce tasks determined at compile time: 1
In order to change the average load for a reducer (in bytes):
  set hive.exec.reducers.bytes.per.reducer=<number>
In order to limit the maximum number of reducers:
  set hive.exec.reducers.max=<number>
In order to set a constant number of reducers:
  set mapreduce.job.reduces=<number>
Starting Job = job_1404113889176_0007, Tracking URL = http://master:8088/proxy/application_1404113889176_0007/
Kill Command = /usr/local/hadoop/bin/hadoop job  -kill job_1404113889176_0007
Hadoop job information for Stage-2: number of mappers: 1; number of reducers: 1
2014-06-30 18:36:59,192 Stage-2 map = 0%,  reduce = 0%
2014-06-30 18:37:04,380 Stage-2 map = 100%,  reduce = 0%, Cumulative CPU 1.16 sec
2014-06-30 18:37:10,626 Stage-2 map = 100%,  reduce = 100%, Cumulative CPU 2.39 sec
MapReduce Total cumulative CPU time: 2 seconds 390 msec
Ended Job = job_1404113889176_0007
Stage-11 is filtered out by condition resolver.
Stage-12 is selected by condition resolver.
Stage-3 is filtered out by condition resolver.
14/06/30 18:37:13 WARN conf.Configuration: file:/tmp/hduser/hive_2014-06-30_18-36-24_629_6097895081145643567-1/-local-10020/jobconf.xml:an attempt to override final parameter: mapreduce.job.end-notification.max.retry.interval;  Ignoring.
14/06/30 18:37:14 WARN conf.Configuration: file:/tmp/hduser/hive_2014-06-30_18-36-24_629_6097895081145643567-1/-local-10020/jobconf.xml:an attempt to override final parameter: mapreduce.job.end-notification.max.attempts;  Ignoring.
14/06/30 18:37:14 WARN util.NativeCodeLoader: Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
14/06/30 18:37:14 INFO Configuration.deprecation: mapred.reduce.tasks is deprecated. Instead, use mapreduce.job.reduces
14/06/30 18:37:14 INFO Configuration.deprecation: mapred.min.split.size is deprecated. Instead, use mapreduce.input.fileinputformat.split.minsize
14/06/30 18:37:14 INFO Configuration.deprecation: mapred.reduce.tasks.speculative.execution is deprecated. Instead, use mapreduce.reduce.speculative
14/06/30 18:37:14 INFO Configuration.deprecation: mapred.min.split.size.per.node is deprecated. Instead, use mapreduce.input.fileinputformat.split.minsize.per.node
14/06/30 18:37:14 INFO Configuration.deprecation: mapred.input.dir.recursive is deprecated. Instead, use mapreduce.input.fileinputformat.input.dir.recursive
14/06/30 18:37:14 INFO Configuration.deprecation: mapred.min.split.size.per.rack is deprecated. Instead, use mapreduce.input.fileinputformat.split.minsize.per.rack
14/06/30 18:37:14 INFO Configuration.deprecation: mapred.max.split.size is deprecated. Instead, use mapreduce.input.fileinputformat.split.maxsize
14/06/30 18:37:14 INFO Configuration.deprecation: mapred.committer.job.setup.cleanup.needed is deprecated. Instead, use mapreduce.job.committer.setup.cleanup.needed
Execution log at: /tmp/hduser/hduser_20140630183636_867e28b7-28e4-4588-9e4e-ce9cad27dd9c.log
2014-06-30 06:37:15	Starting to launch local task to process map join;	maximum memory = 514850816
2014-06-30 06:37:15	Dump the side-table into file: file:/tmp/hduser/hive_2014-06-30_18-36-24_629_6097895081145643567-1/-local-10008/HashTable-Stage-8/MapJoin-mapfile20--.hashtable
2014-06-30 06:37:15	Uploaded 1 File to: file:/tmp/hduser/hive_2014-06-30_18-36-24_629_6097895081145643567-1/-local-10008/HashTable-Stage-8/MapJoin-mapfile20--.hashtable (279 bytes)
2014-06-30 06:37:15	End of local task; Time Taken: 0.655 sec.
Execution completed successfully
MapredLocal task succeeded
Launching Job 4 out of 5
Number of reduce tasks is set to 0 since there's no reduce operator
Starting Job = job_1404113889176_0008, Tracking URL = http://master:8088/proxy/application_1404113889176_0008/
Kill Command = /usr/local/hadoop/bin/hadoop job  -kill job_1404113889176_0008
Hadoop job information for Stage-8: number of mappers: 1; number of reducers: 0
2014-06-30 18:37:24,127 Stage-8 map = 0%,  reduce = 0%
2014-06-30 18:37:30,364 Stage-8 map = 100%,  reduce = 0%, Cumulative CPU 1.69 sec
MapReduce Total cumulative CPU time: 1 seconds 690 msec
Ended Job = job_1404113889176_0008
Moving data to: /user/hduser/benchmarks/bigbench/queryResults/q02result
Table bigbenchorc.q02result stats: [numFiles=0, numRows=0, totalSize=0, rawDataSize=0]
MapReduce Jobs Launched: 
Job 0: Map: 1  Reduce: 1   Cumulative CPU: 2.62 sec   HDFS Read: 4480 HDFS Write: 114 SUCCESS
Job 1: Map: 1  Reduce: 1   Cumulative CPU: 2.39 sec   HDFS Read: 237 HDFS Write: 114 SUCCESS
Job 2: Map: 1   Cumulative CPU: 1.69 sec   HDFS Read: 476 HDFS Write: 83 SUCCESS
Total MapReduce CPU Time Spent: 6 seconds 700 msec
OK
Time taken: 66.984 seconds
OK
Time taken: 0.098 seconds
OK
Time taken: 0.1 seconds
=========================
Query results in: /user/hduser/benchmarks/bigbench/queryResults/q02result
Display results : hadoop fs -cat /user/hduser/benchmarks/bigbench/queryResults/q02result/*
=========================
======= q02  time =========

real	65m28.340s
user	2m9.232s
sys	0m7.456s
