TimeStamp;NodeID;NodeCount;SF;WorkerCount;Table name;time in ms;size in byte;speed;comment
1403197939737;1;1;2.0;4;time_dim;77;6479789;80.3 MiB/s;;
1403197939737;1;1;2.0;4;warehouse;6;732;119.1 KiB/s;;
1403197939737;1;1;2.0;4;web_clickstreams;6415;382861537;56.9 MiB/s;;
1403197939737;1;1;2.0;4;web_page;7;21950;3.0 MiB/s;;
1403197939737;1;1;2.0;4;web_returns;231;13335656;55.1 MiB/s;;
1403197939737;1;1;2.0;4;web_sales;6545;324026169;47.2 MiB/s;;
1403254474963;1;1;1.0;4;ALL;23617;1095509584;44.2 MiB/s;;
1403254474963;1;1;1.0;4;ALL#worker0;processdWorkUnits;63357;processdWorkUnits/s;2685;;
1403254474963;1;1;1.0;4;ALL#worker1;processdWorkUnits;70991;processdWorkUnits/s;3008;;
1403254474963;1;1;1.0;4;ALL#worker2;processdWorkUnits;67934;processdWorkUnits/s;2878;;
1403254474963;1;1;1.0;4;ALL#worker3;processdWorkUnits;63837;processdWorkUnits/s;2705;;
1403254474963;1;1;1.0;4;customer;371;13633355;35.0 MiB/s;;
1403254474963;1;1;1.0;4;customer_address;55;5289727;91.7 MiB/s;;
1403254474963;1;1;1.0;4;customer_demographics;1354;77751617;54.8 MiB/s;;
1403254474963;1;1;1.0;4;date_dim;1096;15495369;13.5 MiB/s;;
1403254474963;1;1;1.0;4;household_demographics;8;154838;18.5 MiB/s;;
1403254474963;1;1;1.0;4;income_band;6;407;66.2 KiB/s;;
1403254474963;1;1;1.0;4;inventory;9473;429236150;43.2 MiB/s;;
1403254474963;1;1;1.0;4;item;55;5528034;95.9 MiB/s;;
1403254474963;1;1;1.0;4;item_marketprices;66;3772891;54.5 MiB/s;;
1403254474963;1;1;1.0;4;pdgf.core.dataGenerator.worker.RowWorker#worker#0;processdWorkUnits;63357;processdWorkUnits/s;2685;;
1403254474963;1;1;1.0;4;pdgf.core.dataGenerator.worker.RowWorker#worker#1;processdWorkUnits;70991;processdWorkUnits/s;3008;;
1403254474963;1;1;1.0;4;pdgf.core.dataGenerator.worker.RowWorker#worker#2;processdWorkUnits;67934;processdWorkUnits/s;2878;;
1403254474963;1;1;1.0;4;pdgf.core.dataGenerator.worker.RowWorker#worker#3;processdWorkUnits;63837;processdWorkUnits/s;2705;;
1403254474963;1;1;1.0;4;product_reviews;1348;64344107;45.5 MiB/s;;
1403254474963;1;1;1.0;4;promotion;6;38967;6.2 MiB/s;;
1403254474963;1;1;1.0;4;reason;5;2431;474.8 KiB/s;;
1403254474963;1;1;1.0;4;ship_mode;6;1197;194.8 KiB/s;;
1403254474963;1;1;1.0;4;store;7;3187;444.6 KiB/s;;
1403254474963;1;1;1.0;4;store_returns;283;5477729;18.5 MiB/s;;
1403254474963;1;1;1.0;4;store_sales;1971;112544612;54.5 MiB/s;;
1403254474963;1;1;1.0;4;time_dim;92;6479789;67.2 MiB/s;;
1403254474963;1;1;1.0;4;warehouse;6;528;85.9 KiB/s;;
1403254474963;1;1;1.0;4;web_clickstreams;3532;186983372;50.5 MiB/s;;
1403254474963;1;1;1.0;4;web_page;7;8126;1.1 MiB/s;;
1403254474963;1;1;1.0;4;web_returns;121;6667598;52.6 MiB/s;;
1403254474963;1;1;1.0;4;web_sales;3722;162086246;41.5 MiB/s;;
1403278040239;1;1;1.0;24;ALL;19193;1091121584;54.2 MiB/s;;
1403278040239;1;1;1.0;24;ALL#worker0;processdWorkUnits;12113;processdWorkUnits/s;632;;
1403278040239;1;1;1.0;24;ALL#worker1;processdWorkUnits;10472;processdWorkUnits/s;546;;
1403278040239;1;1;1.0;24;ALL#worker10;processdWorkUnits;11143;processdWorkUnits/s;581;;
1403278040239;1;1;1.0;24;ALL#worker11;processdWorkUnits;10919;processdWorkUnits/s;569;;
1403278040239;1;1;1.0;24;ALL#worker12;processdWorkUnits;10682;processdWorkUnits/s;557;;
1403278040239;1;1;1.0;24;ALL#worker13;processdWorkUnits;11492;processdWorkUnits/s;599;;
1403278040239;1;1;1.0;24;ALL#worker14;processdWorkUnits;10552;processdWorkUnits/s;550;;
1403278040239;1;1;1.0;24;ALL#worker15;processdWorkUnits;10115;processdWorkUnits/s;527;;
1403278040239;1;1;1.0;24;ALL#worker16;processdWorkUnits;10877;processdWorkUnits/s;567;;
1403278040239;1;1;1.0;24;ALL#worker17;processdWorkUnits;10648;processdWorkUnits/s;555;;
1403278040239;1;1;1.0;24;ALL#worker18;processdWorkUnits;10686;processdWorkUnits/s;557;;
1403278040239;1;1;1.0;24;ALL#worker19;processdWorkUnits;10518;processdWorkUnits/s;548;;
1403278040239;1;1;1.0;24;ALL#worker2;processdWorkUnits;11970;processdWorkUnits/s;625;;
1403278040239;1;1;1.0;24;ALL#worker20;processdWorkUnits;11180;processdWorkUnits/s;583;;
1403278040239;1;1;1.0;24;ALL#worker21;processdWorkUnits;10089;processdWorkUnits/s;526;;
1403278040239;1;1;1.0;24;ALL#worker22;processdWorkUnits;11245;processdWorkUnits/s;586;;
1403278040239;1;1;1.0;24;ALL#worker23;processdWorkUnits;10994;processdWorkUnits/s;573;;
1403278040239;1;1;1.0;24;ALL#worker3;processdWorkUnits;11312;processdWorkUnits/s;590;;
1403278040239;1;1;1.0;24;ALL#worker4;processdWorkUnits;11920;processdWorkUnits/s;622;;
1403278040239;1;1;1.0;24;ALL#worker5;processdWorkUnits;11451;processdWorkUnits/s;597;;
1403278040239;1;1;1.0;24;ALL#worker6;processdWorkUnits;11361;processdWorkUnits/s;593;;
1403278040239;1;1;1.0;24;ALL#worker7;processdWorkUnits;12329;processdWorkUnits/s;643;;
1403278040239;1;1;1.0;24;ALL#worker8;processdWorkUnits;10910;processdWorkUnits/s;569;;
1403278040239;1;1;1.0;24;ALL#worker9;processdWorkUnits;11141;processdWorkUnits/s;581;;
1403278040239;1;1;1.0;24;customer;224;13633355;58.0 MiB/s;;
1403278040239;1;1;1.0;24;customer_address;101;5289727;49.9 MiB/s;;
1403278040239;1;1;1.0;24;customer_demographics;1501;77500935;49.2 MiB/s;;
1403278040239;1;1;1.0;24;date_dim;865;15470054;17.1 MiB/s;;
1403278040239;1;1;1.0;24;household_demographics;4;87666;20.9 MiB/s;;
1403278040239;1;1;1.0;24;income_band;4;407;99.4 KiB/s;;
1403278040239;1;1;1.0;24;inventory;8272;429236150;49.5 MiB/s;;
1403278040239;1;1;1.0;24;item;25;3499036;133.5 MiB/s;;
1403278040239;1;1;1.0;24;item_marketprices;32;3772891;112.4 MiB/s;;
1403278040239;1;1;1.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#0;processdWorkUnits;12113;processdWorkUnits/s;632;;
1403278040239;1;1;1.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#1;processdWorkUnits;10472;processdWorkUnits/s;546;;
1403278040239;1;1;1.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#10;processdWorkUnits;11143;processdWorkUnits/s;581;;
1403278040239;1;1;1.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#11;processdWorkUnits;10919;processdWorkUnits/s;569;;
1403278040239;1;1;1.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#12;processdWorkUnits;10682;processdWorkUnits/s;557;;
1403278040239;1;1;1.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#13;processdWorkUnits;11492;processdWorkUnits/s;599;;
1403278040239;1;1;1.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#14;processdWorkUnits;10552;processdWorkUnits/s;550;;
1403278040239;1;1;1.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#15;processdWorkUnits;10115;processdWorkUnits/s;527;;
1403278040239;1;1;1.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#16;processdWorkUnits;10877;processdWorkUnits/s;567;;
1403278040239;1;1;1.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#17;processdWorkUnits;10648;processdWorkUnits/s;555;;
1403278040239;1;1;1.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#18;processdWorkUnits;10686;processdWorkUnits/s;557;;
1403278040239;1;1;1.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#19;processdWorkUnits;10518;processdWorkUnits/s;548;;
1403278040239;1;1;1.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#2;processdWorkUnits;11970;processdWorkUnits/s;625;;
1403278040239;1;1;1.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#20;processdWorkUnits;11180;processdWorkUnits/s;583;;
1403278040239;1;1;1.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#21;processdWorkUnits;10089;processdWorkUnits/s;526;;
1403278040239;1;1;1.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#22;processdWorkUnits;11245;processdWorkUnits/s;586;;
1403278040239;1;1;1.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#23;processdWorkUnits;10994;processdWorkUnits/s;573;;
1403278040239;1;1;1.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#3;processdWorkUnits;11312;processdWorkUnits/s;590;;
1403278040239;1;1;1.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#4;processdWorkUnits;11920;processdWorkUnits/s;622;;
1403278040239;1;1;1.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#5;processdWorkUnits;11451;processdWorkUnits/s;597;;
1403278040239;1;1;1.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#6;processdWorkUnits;11361;processdWorkUnits/s;593;;
1403278040239;1;1;1.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#7;processdWorkUnits;12329;processdWorkUnits/s;643;;
1403278040239;1;1;1.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#8;processdWorkUnits;10910;processdWorkUnits/s;569;;
1403278040239;1;1;1.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#9;processdWorkUnits;11141;processdWorkUnits/s;581;;
1403278040239;1;1;1.0;24;product_reviews;841;63570138;72.1 MiB/s;;
1403278040239;1;1;1.0;24;promotion;4;38967;9.3 MiB/s;;
1403278040239;1;1;1.0;24;reason;3;2431;791.3 KiB/s;;
1403278040239;1;1;1.0;24;ship_mode;3;1197;389.6 KiB/s;;
1403278040239;1;1;1.0;24;store;4;3187;778.1 KiB/s;;
1403278040239;1;1;1.0;24;store_returns;185;4387730;22.6 MiB/s;;
1403278040239;1;1;1.0;24;store_sales;1655;112544612;64.9 MiB/s;;
1403278040239;1;1;1.0;24;time_dim;85;6327924;71.0 MiB/s;;
1403278040239;1;1;1.0;24;warehouse;4;528;128.9 KiB/s;;
1403278040239;1;1;1.0;24;web_clickstreams;2943;186983372;60.6 MiB/s;;
1403278040239;1;1;1.0;24;web_page;6;8126;1.3 MiB/s;;
1403278040239;1;1;1.0;24;web_returns;41;6667598;155.1 MiB/s;;
1403278040239;1;1;1.0;24;web_sales;2341;162086246;66.0 MiB/s;;
1403288239648;1;1;5.0;24;ALL;78939;4978264054;60.1 MiB/s;;
1403288239648;1;1;5.0;24;ALL#worker0;processdWorkUnits;46319;processdWorkUnits/s;587;;
1403288239648;1;1;5.0;24;ALL#worker1;processdWorkUnits;47697;processdWorkUnits/s;604;;
1403288239648;1;1;5.0;24;ALL#worker10;processdWorkUnits;46301;processdWorkUnits/s;586;;
1403288239648;1;1;5.0;24;ALL#worker11;processdWorkUnits;47199;processdWorkUnits/s;598;;
1403288239648;1;1;5.0;24;ALL#worker12;processdWorkUnits;47247;processdWorkUnits/s;598;;
1403288239648;1;1;5.0;24;ALL#worker13;processdWorkUnits;46448;processdWorkUnits/s;588;;
1403288239648;1;1;5.0;24;ALL#worker14;processdWorkUnits;44705;processdWorkUnits/s;566;;
1403288239648;1;1;5.0;24;ALL#worker15;processdWorkUnits;47974;processdWorkUnits/s;607;;
1403288239648;1;1;5.0;24;ALL#worker16;processdWorkUnits;45921;processdWorkUnits/s;581;;
1403288239648;1;1;5.0;24;ALL#worker17;processdWorkUnits;47128;processdWorkUnits/s;597;;
1403288239648;1;1;5.0;24;ALL#worker18;processdWorkUnits;48048;processdWorkUnits/s;608;;
1403288239648;1;1;5.0;24;ALL#worker19;processdWorkUnits;46954;processdWorkUnits/s;595;;
1403288239648;1;1;5.0;24;ALL#worker2;processdWorkUnits;46754;processdWorkUnits/s;592;;
1403288239648;1;1;5.0;24;ALL#worker20;processdWorkUnits;47623;processdWorkUnits/s;603;;
1403288239648;1;1;5.0;24;ALL#worker21;processdWorkUnits;46898;processdWorkUnits/s;594;;
1403288239648;1;1;5.0;24;ALL#worker22;processdWorkUnits;46218;processdWorkUnits/s;585;;
1403288239648;1;1;5.0;24;ALL#worker23;processdWorkUnits;43960;processdWorkUnits/s;557;;
1403288239648;1;1;5.0;24;ALL#worker3;processdWorkUnits;44554;processdWorkUnits/s;564;;
1403288239648;1;1;5.0;24;ALL#worker4;processdWorkUnits;47016;processdWorkUnits/s;595;;
1403288239648;1;1;5.0;24;ALL#worker5;processdWorkUnits;47989;processdWorkUnits/s;608;;
1403288239648;1;1;5.0;24;ALL#worker6;processdWorkUnits;46115;processdWorkUnits/s;584;;
1403288239648;1;1;5.0;24;ALL#worker7;processdWorkUnits;46832;processdWorkUnits/s;593;;
1403288239648;1;1;5.0;24;ALL#worker8;processdWorkUnits;43864;processdWorkUnits/s;555;;
1403288239648;1;1;5.0;24;ALL#worker9;processdWorkUnits;45659;processdWorkUnits/s;578;;
1403288239648;1;1;5.0;24;customer;542;30676138;54.0 MiB/s;;
1403288239648;1;1;5.0;24;customer_address;115;11854870;98.3 MiB/s;;
1403288239648;1;1;5.0;24;customer_demographics;1289;77751617;57.5 MiB/s;;
1403288239648;1;1;5.0;24;date_dim;833;15495369;17.7 MiB/s;;
1403288239648;1;1;5.0;24;household_demographics;4;154838;36.9 MiB/s;;
1403288239648;1;1;5.0;24;income_band;3;407;132.5 KiB/s;;
1403288239648;1;1;5.0;24;inventory;32451;1955430461;57.5 MiB/s;;
1403288239648;1;1;5.0;24;item;142;10332096;69.4 MiB/s;;
1403288239648;1;1;5.0;24;item_marketprices;102;8620148;80.6 MiB/s;;
1403288239648;1;1;5.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#0;processdWorkUnits;46319;processdWorkUnits/s;587;;
1403288239648;1;1;5.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#1;processdWorkUnits;47697;processdWorkUnits/s;604;;
1403288239648;1;1;5.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#10;processdWorkUnits;46301;processdWorkUnits/s;586;;
1403288239648;1;1;5.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#11;processdWorkUnits;47199;processdWorkUnits/s;598;;
1403288239648;1;1;5.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#12;processdWorkUnits;47247;processdWorkUnits/s;598;;
1403288239648;1;1;5.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#13;processdWorkUnits;46448;processdWorkUnits/s;588;;
1403288239648;1;1;5.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#14;processdWorkUnits;44705;processdWorkUnits/s;566;;
1403288239648;1;1;5.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#15;processdWorkUnits;47974;processdWorkUnits/s;607;;
1403288239648;1;1;5.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#16;processdWorkUnits;45921;processdWorkUnits/s;581;;
1403288239648;1;1;5.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#17;processdWorkUnits;47128;processdWorkUnits/s;597;;
1403288239648;1;1;5.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#18;processdWorkUnits;48048;processdWorkUnits/s;608;;
1403288239648;1;1;5.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#19;processdWorkUnits;46954;processdWorkUnits/s;595;;
1403288239648;1;1;5.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#2;processdWorkUnits;46754;processdWorkUnits/s;592;;
1403288239648;1;1;5.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#20;processdWorkUnits;47623;processdWorkUnits/s;603;;
1403288239648;1;1;5.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#21;processdWorkUnits;46898;processdWorkUnits/s;594;;
1403288239648;1;1;5.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#22;processdWorkUnits;46218;processdWorkUnits/s;585;;
1403288239648;1;1;5.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#23;processdWorkUnits;43960;processdWorkUnits/s;557;;
1403288239648;1;1;5.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#3;processdWorkUnits;44554;processdWorkUnits/s;564;;
1403288239648;1;1;5.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#4;processdWorkUnits;47016;processdWorkUnits/s;595;;
1403288239648;1;1;5.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#5;processdWorkUnits;47989;processdWorkUnits/s;608;;
1403288239648;1;1;5.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#6;processdWorkUnits;46115;processdWorkUnits/s;584;;
1403288239648;1;1;5.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#7;processdWorkUnits;46832;processdWorkUnits/s;593;;
1403288239648;1;1;5.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#8;processdWorkUnits;43864;processdWorkUnits/s;555;;
1403288239648;1;1;5.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#9;processdWorkUnits;45659;processdWorkUnits/s;578;;
1403288239648;1;1;5.0;24;product_reviews;2034;145303301;68.1 MiB/s;;
1403288239648;1;1;5.0;24;promotion;4;198036;47.2 MiB/s;;
1403288239648;1;1;5.0;24;reason;3;11575;3.7 MiB/s;;
1403288239648;1;1;5.0;24;ship_mode;3;1197;389.6 KiB/s;;
1403288239648;1;1;5.0;24;store;5;7093;1.4 MiB/s;;
1403288239648;1;1;5.0;24;store_returns;459;28858384;60.0 MiB/s;;
1403288239648;1;1;5.0;24;store_sales;9787;636523639;62.0 MiB/s;;
1403288239648;1;1;5.0;24;time_dim;37;6479789;167.0 MiB/s;;
1403288239648;1;1;5.0;24;warehouse;3;1073;349.3 KiB/s;;
1403288239648;1;1;5.0;24;web_clickstreams;16710;1096570977;62.6 MiB/s;;
1403288239648;1;1;5.0;24;web_page;44;13623;302.4 KiB/s;;
1403288239648;1;1;5.0;24;web_returns;453;37990926;80.0 MiB/s;;
1403288239648;1;1;5.0;24;web_sales;13863;915979190;63.0 MiB/s;;
1403293752363;1;1;10.0;24;ALL;154057;9869755210;61.1 MiB/s;;
1403293752363;1;1;10.0;24;ALL#worker0;processdWorkUnits;77286;processdWorkUnits/s;501;;
1403293752363;1;1;10.0;24;ALL#worker1;processdWorkUnits;77898;processdWorkUnits/s;505;;
1403293752363;1;1;10.0;24;ALL#worker10;processdWorkUnits;75577;processdWorkUnits/s;490;;
1403293752363;1;1;10.0;24;ALL#worker11;processdWorkUnits;77256;processdWorkUnits/s;501;;
1403293752363;1;1;10.0;24;ALL#worker12;processdWorkUnits;78078;processdWorkUnits/s;506;;
1403293752363;1;1;10.0;24;ALL#worker13;processdWorkUnits;77545;processdWorkUnits/s;503;;
1403293752363;1;1;10.0;24;ALL#worker14;processdWorkUnits;79363;processdWorkUnits/s;515;;
1403293752363;1;1;10.0;24;ALL#worker15;processdWorkUnits;78462;processdWorkUnits/s;509;;
1403293752363;1;1;10.0;24;ALL#worker16;processdWorkUnits;79490;processdWorkUnits/s;516;;
1403293752363;1;1;10.0;24;ALL#worker17;processdWorkUnits;80188;processdWorkUnits/s;520;;
1403293752363;1;1;10.0;24;ALL#worker18;processdWorkUnits;79800;processdWorkUnits/s;518;;
1403293752363;1;1;10.0;24;ALL#worker19;processdWorkUnits;79822;processdWorkUnits/s;518;;
1403293752363;1;1;10.0;24;ALL#worker2;processdWorkUnits;79499;processdWorkUnits/s;516;;
1403293752363;1;1;10.0;24;ALL#worker20;processdWorkUnits;80132;processdWorkUnits/s;520;;
1403293752363;1;1;10.0;24;ALL#worker21;processdWorkUnits;78172;processdWorkUnits/s;507;;
1403293752363;1;1;10.0;24;ALL#worker22;processdWorkUnits;81124;processdWorkUnits/s;526;;
1403293752363;1;1;10.0;24;ALL#worker23;processdWorkUnits;79253;processdWorkUnits/s;514;;
1403293752363;1;1;10.0;24;ALL#worker3;processdWorkUnits;79656;processdWorkUnits/s;517;;
1403293752363;1;1;10.0;24;ALL#worker4;processdWorkUnits;80340;processdWorkUnits/s;521;;
1403293752363;1;1;10.0;24;ALL#worker5;processdWorkUnits;78817;processdWorkUnits/s;511;;
1403293752363;1;1;10.0;24;ALL#worker6;processdWorkUnits;78992;processdWorkUnits/s;512;;
1403293752363;1;1;10.0;24;ALL#worker7;processdWorkUnits;76996;processdWorkUnits/s;499;;
1403293752363;1;1;10.0;24;ALL#worker8;processdWorkUnits;80026;processdWorkUnits/s;519;;
1403293752363;1;1;10.0;24;ALL#worker9;processdWorkUnits;81182;processdWorkUnits/s;527;;
1403293752363;1;1;10.0;24;customer;752;43425111;55.1 MiB/s;;
1403293752363;1;1;10.0;24;customer_address;196;16810402;81.8 MiB/s;;
1403293752363;1;1;10.0;24;customer_demographics;1253;77751617;59.2 MiB/s;;
1403293752363;1;1;10.0;24;date_dim;833;15495369;17.7 MiB/s;;
1403293752363;1;1;10.0;24;household_demographics;4;154838;36.9 MiB/s;;
1403293752363;1;1;10.0;24;income_band;4;407;99.4 KiB/s;;
1403293752363;1;1;10.0;24;inventory;55253;3362623148;58.0 MiB/s;;
1403293752363;1;1;10.0;24;item;52;15868237;291.0 MiB/s;;
1403293752363;1;1;10.0;24;item_marketprices;156;12261988;75.0 MiB/s;;
1403293752363;1;1;10.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#0;processdWorkUnits;77286;processdWorkUnits/s;501;;
1403293752363;1;1;10.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#1;processdWorkUnits;77898;processdWorkUnits/s;505;;
1403293752363;1;1;10.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#10;processdWorkUnits;75577;processdWorkUnits/s;490;;
1403293752363;1;1;10.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#11;processdWorkUnits;77256;processdWorkUnits/s;501;;
1403293752363;1;1;10.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#12;processdWorkUnits;78078;processdWorkUnits/s;506;;
1403293752363;1;1;10.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#13;processdWorkUnits;77545;processdWorkUnits/s;503;;
1403293752363;1;1;10.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#14;processdWorkUnits;79363;processdWorkUnits/s;515;;
1403293752363;1;1;10.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#15;processdWorkUnits;78462;processdWorkUnits/s;509;;
1403293752363;1;1;10.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#16;processdWorkUnits;79490;processdWorkUnits/s;516;;
1403293752363;1;1;10.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#17;processdWorkUnits;80188;processdWorkUnits/s;520;;
1403293752363;1;1;10.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#18;processdWorkUnits;79800;processdWorkUnits/s;518;;
1403293752363;1;1;10.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#19;processdWorkUnits;79822;processdWorkUnits/s;518;;
1403293752363;1;1;10.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#2;processdWorkUnits;79499;processdWorkUnits/s;516;;
1403293752363;1;1;10.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#20;processdWorkUnits;80132;processdWorkUnits/s;520;;
1403293752363;1;1;10.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#21;processdWorkUnits;78172;processdWorkUnits/s;507;;
1403293752363;1;1;10.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#22;processdWorkUnits;81124;processdWorkUnits/s;526;;
1403293752363;1;1;10.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#23;processdWorkUnits;79253;processdWorkUnits/s;514;;
1403293752363;1;1;10.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#3;processdWorkUnits;79656;processdWorkUnits/s;517;;
1403293752363;1;1;10.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#4;processdWorkUnits;80340;processdWorkUnits/s;521;;
1403293752363;1;1;10.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#5;processdWorkUnits;78817;processdWorkUnits/s;511;;
1403293752363;1;1;10.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#6;processdWorkUnits;78992;processdWorkUnits/s;512;;
1403293752363;1;1;10.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#7;processdWorkUnits;76996;processdWorkUnits/s;499;;
1403293752363;1;1;10.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#8;processdWorkUnits;80026;processdWorkUnits/s;519;;
1403293752363;1;1;10.0;24;pdgf.core.dataGenerator.worker.RowWorker#worker#9;processdWorkUnits;81182;processdWorkUnits/s;527;;
1403293752363;1;1;10.0;24;product_reviews;2955;208935616;67.4 MiB/s;;
1403293752363;1;1;10.0;24;promotion;5;266333;50.8 MiB/s;;
1403293752363;1;1;10.0;24;reason;3;15448;4.9 MiB/s;;
1403293752363;1;1;10.0;24;ship_mode;3;1197;389.6 KiB/s;;
1403293752363;1;1;10.0;24;store;4;9622;2.3 MiB/s;;
1403293752363;1;1;10.0;24;store_returns;1085;69915862;61.5 MiB/s;;
1403293752363;1;1;10.0;24;store_sales;21630;1427492757;62.9 MiB/s;;
1403293752363;1;1;10.0;24;time_dim;59;6297477;101.8 MiB/s;;
1403293752363;1;1;10.0;24;warehouse;5;1299;253.7 KiB/s;;
1403293752363;1;1;10.0;24;web_clickstreams;37384;2470635767;63.0 MiB/s;;
1403293752363;1;1;10.0;24;web_page;7;52951;7.2 MiB/s;;
1403293752363;1;1;10.0;24;web_returns;1173;85375147;69.4 MiB/s;;
1403293752363;1;1;10.0;24;web_sales;31188;2056355310;62.9 MiB/s;;
1403306305887;1;1;10.0;24;ALL;162884;9866024874;57.8 MiB/s;;
1403306305887;1;1;10.0;24;ALL#worker0;processdWorkUnits;78335;processdWorkUnits/s;481;;
1403306305887;1;1;10.0;24;ALL#worker1;processdWorkUnits;75275;processdWorkUnits/s;462;;
1403306305887;1;1;10.0;24;ALL#worker10;processdWorkUnits;80696;processdWorkUnits/s;495;;
1403306305887;1;1;10.0;24;ALL#worker11;processdWorkUnits;77618;processdWorkUnits/s;476;;
1403306305887;1;1;10.0;24;ALL#worker12;processdWorkUnits;76180;processdWorkUnits/s;467;;
1403306305887;1;1;10.0;24;ALL#worker13;processdWorkUnits;80614;processdWorkUnits/s;494;;
1403306305887;1;1;10.0;24;ALL#worker14;processdWorkUnits;76471;processdWorkUnits/s;469;;
1403306305887;1;1;10.0;24;ALL#worker15;processdWorkUnits;80560;processdWorkUnits/s;494;;
1403306305887;1;1;10.0;24;ALL#worker16;processdWorkUnits;78060;processdWorkUnits/s;479;;
1403306305887;1;1;10.0;24;ALL#worker17;processdWorkUnits;80708;processdWorkUnits/s;495;;
1403306305887;1;1;10.0;24;ALL#worker18;processdWorkUnits;79807;processdWorkUnits/s;490;;
1403306305887;1;1;10.0;24;ALL#worker19;processdWorkUnits;80301;processdWorkUnits/s;493;;
1403306305887;1;1;10.0;24;ALL#worker2;processdWorkUnits;75200;processdWorkUnits/s;461;;
1403306305887;1;1;10.0;24;ALL#worker20;processdWorkUnits;77641;processdWorkUnits/s;476;;
1403306305887;1;1;10.0;24;ALL#worker21;processdWorkUnits;80713;processdWorkUnits/s;495;;
1403306305887;1;1;10.0;24;ALL#worker22;processdWorkUnits;81703;processdWorkUnits/s;501;;
